total,amt1,amt2
683.12,562.78,120.34
683.26,683.26,0
683.26,683.26,0
683.32,683.32,0
683.33,667.55,15.78
683.35,681.35,2
683.35,683.35,0
683.37,668.77,14.6
683.44,683.44,0
683.51,683.51,0
683.57,683.57,0
683.72,682.73,0.99
683.72,683.72,0
683.78,683.78,0
683.84,679.95,3.89
683.85,565.56,118.29
683.9,683.9,0
683.92,579.17,104.75
683.93,683.93,0
684,624,60
684.01,684.01,0
684.06,684.06,0
684.12,684.12,0
684.12,684.12,0
684.13,684.13,0
684.18,648.18,36
684.19,651.85,32.34
684.26,675.26,9
684.29,636.29,48
684.29,682.79,1.5
684.32,639.64,44.68
684.38,682.38,2
684.39,609.87,74.52
684.59,684.59,0
684.64,625.12,59.52
684.64,682.67,1.97
684.64,684.64,0
684.65,679.66,4.99
684.66,684.66,0
684.67,650.39,34.28
684.67,684.67,0
684.68,684.68,0
684.7,611.98,72.72
684.73,684.73,0
684.77,684.77,0
684.8,580.62,104.18
684.8,677.8,7
684.94,620.14,64.8
685,658.05,26.95
685.01,678.5,6.51
685.03,685.03,0
685.2,685.2,0
685.24,685.24,0
685.39,561.13,124.26
685.42,619.37,66.05
685.47,574.44,111.03
685.47,685.46,0.01
685.5,685.5,0
685.53,685.53,0
685.53,685.53,0
685.55,685.55,0
685.65,685.65,0
685.65,685.65,0
685.7,596.25,89.45
685.76,685.76,0
685.83,685.83,0
685.87,685.87,0
685.92,658.44,27.48
686.16,685.41,0.75
686.17,615.17,71
686.18,673.54,12.64
686.31,686.31,0
686.35,678.2,8.15
686.4,686.4,0
686.55,628.44,58.11
686.63,589.63,97
686.68,612.25,74.43
686.75,633.75,53
686.84,679.95,6.89
686.84,679.95,6.89
686.85,570.85,116
687,522,165
687.01,687.01,0
687.03,687.03,0
687.04,687.04,0
687.06,687.06,0
687.15,687.15,0
687.22,687.22,0
687.23,661.73,25.5
687.26,687.26,0
687.36,687.36,0
687.4,652.25,35.15
687.42,687.42,0
687.44,685,2.44
687.47,687.47,0
687.49,687.49,0
687.5,687.5,0
687.55,687.55,0
687.59,489.57,198.02
687.6,687.6,0
687.65,686.76,0.89
687.68,687.68,0
687.73,687.73,0
687.74,586.76,100.98
687.77,650.27,37.5
687.77,687.77,0
687.79,678.67,9.12
687.82,646.82,41
687.86,687.74,0.12
687.86,687.74,0.12
687.91,687.91,0
688.06,242.62,445.44
688.08,688.08,0
688.1,652.1,36
688.12,688.12,0
688.3,688.3,0
688.33,614.56,73.77
688.47,688.47,0
688.49,680.31,8.18
688.51,688.51,0
688.58,676.81,11.77
688.58,688.58,0
688.59,666.46,22.13
688.64,686.72,1.92
688.64,688.64,0
688.65,481.88,206.77
688.65,673.65,15
688.68,688.68,0
688.7,687.13,1.57
688.85,688.85,0
688.87,688.87,0
688.88,651.88,37
688.9,688.9,0
688.94,688.94,0
688.97,598.97,90
688.98,593.48,95.5
689,689,0
689.01,689.01,0
689.01,689.01,0
689.02,664.3,24.72
689.05,674.05,15
689.05,689.05,0
689.17,689.17,0
689.18,522.52,166.66
689.23,629.97,59.26
689.29,689.29,0
689.3,620.3,69
689.45,683.69,5.76
689.45,689.45,0
689.63,629.75,59.88
689.65,660.55,29.1
689.68,689.68,0
689.75,689.75,0
689.76,689.76,0
689.86,644.86,45
689.9,593.62,96.28
689.99,678.24,11.75
689.99,678.24,11.75
689.99,689.99,0
690.01,690.01,0
690.15,681.15,9
690.2,675.83,14.37
690.32,690.32,0
690.33,639.33,51
690.34,690.34,0
690.34,690.34,0
690.37,690.37,0
690.37,690.37,0
690.38,690.38,0
690.44,509.5,180.94
690.48,690.48,0
690.5,576.92,113.58
690.57,661.57,29
690.69,690.69,0
690.74,677.03,13.71
690.77,690.77,0
690.78,686.83,3.95
690.86,690.86,0
690.88,690.88,0
690.94,690.94,0
690.96,646.41,44.55
691.06,682.06,9
691.08,691.08,0
691.12,691.12,0
691.28,660.14,31.14
691.31,691.31,0
691.4,691.4,0
691.44,691.44,0
691.45,691.45,0
691.55,691.55,0
691.62,613.12,78.5
691.63,691.63,0
691.75,634.75,57
691.75,691.75,0
691.77,691.77,0
691.87,691.87,0
691.87,691.87,0
691.89,688.89,3
691.91,691.91,0
691.94,691.94,0
691.95,691.95,0
691.96,691.96,0
691.97,691.97,0
691.99,672.95,19.04
692.06,680.65,11.41
692.06,680.65,11.41
692.14,692.14,0
692.2,692.2,0
692.32,692.32,0
692.32,692.32,0
692.39,692.39,0
692.43,692.43,0
692.44,589.44,103
692.45,692.45,0
692.47,669.47,23
692.53,692.53,0
692.54,692.54,0
692.55,626.28,66.27
692.55,626.28,66.27
692.81,692.81,0
692.89,692.89,0
692.9,667.14,25.76
692.97,692.97,0
692.99,692.99,0
693,690,3
693.06,689.53,3.53
693.06,692.06,1
693.06,692.06,1
693.06,693.06,0
693.15,690.55,2.6
693.21,636.21,57
693.3,693.3,0
693.45,665.23,28.22
693.45,693.45,0
693.46,688.71,4.75
693.47,423.09,270.38
693.47,693.47,0
693.59,691.77,1.82
693.62,693.62,0
693.73,693.73,0
693.89,693.89,0
693.9,407.42,286.48
693.92,679.26,14.66
693.96,692.36,1.6
694.01,681.01,13
694.02,694.02,0
694.25,694.25,0
694.25,694.25,0
694.29,673.49,20.8
694.3,694.3,0
694.4,687.2,7.2
694.47,694.47,0
694.53,694.53,0
694.67,673.67,21
694.68,694.68,0
694.72,694.72,0
694.9,694.9,0
694.92,671.14,23.78
695.01,695.01,0
695.03,695.03,0
695.05,695.05,0
695.1,695.1,0
695.1,695.1,0
695.11,689.11,6
695.13,695.13,0
695.14,695.14,0
695.25,695.25,0
695.41,646.96,48.45
695.52,695.52,0
695.54,695.54,0
695.61,694.11,1.5
695.65,446.44,249.21
695.67,695.67,0
695.68,695.68,0
695.7,569.7,126
695.76,695.76,0
695.86,664.86,31
695.92,695.92,0
695.95,640.21,55.74
695.96,695.96,0
695.97,641.42,54.55
695.99,694.04,1.95
695.99,695.99,0
696,685.98,10.02
696.04,600.59,95.45
696.04,696.04,0
696.06,696.06,0
696.1,638.1,58
696.11,696.11,0
696.12,696.12,0
696.15,511.55,184.6
696.23,657.23,39
696.23,696.23,0
696.3,693.1,3.2
696.33,685.98,10.35
696.42,640.86,55.56
696.46,696.46,0
696.47,696.47,0
696.48,696.48,0
696.52,696.52,0
696.55,563.55,133
696.66,252.1,444.56
696.77,667.77,29
696.8,696.8,0
696.84,564.9,131.94
696.84,696.84,0
696.85,606.96,89.89
696.93,696.93,0
696.94,696.94,0
697.07,646.64,50.43
697.1,659.38,37.72
697.11,697.08,0.03
697.12,697.12,0
697.13,697.13,0
697.15,697.15,0
697.19,673.51,23.68
697.2,686.2,11
697.22,697.22,0
697.23,656.23,41
697.35,684.14,13.21
697.37,695.87,1.5
697.38,697.38,0
697.43,622.43,75
697.45,694.15,3.3
697.48,697.48,0
697.48,697.48,0
697.51,697.51,0
697.52,697.52,0
697.54,697.54,0
697.59,673.62,23.97
697.66,693.16,4.5
697.68,697.68,0
697.77,697.77,0
697.77,697.77,0
697.86,697.86,0
697.88,697.88,0
697.89,697.89,0
697.91,686.56,11.35
697.96,697.96,0
697.98,640.88,57.1
698.03,564.2,133.83
698.08,641.08,57
698.16,698.16,0
698.2,599.2,99
698.21,698.21,0
698.32,698.32,0
698.35,698.35,0
698.36,698.36,0
698.38,698.38,0
698.4,698.4,0
698.42,698.42,0
698.48,698.48,0
698.51,697.51,1
698.53,698.53,0
698.53,698.53,0
698.56,672.57,25.99
698.63,698.63,0
698.67,686.67,12
698.78,698.78,0
698.78,698.78,0
698.83,605.83,93
698.87,608.87,90
698.89,684.39,14.5
699.04,687.16,11.88
699.08,667.08,32
699.08,669.08,30
699.08,699.08,0
699.13,686.43,12.7
699.15,547.85,151.3
699.17,699.17,0
699.24,699.24,0
699.27,699.27,0
699.28,693.07,6.21
699.31,674.89,24.42
699.34,639.34,60
699.35,699.35,0
699.4,699.4,0
699.42,699.42,0
699.45,699.45,0
699.5,599.76,99.74
699.53,699.53,0
699.56,651.56,48
699.58,699.58,0
699.61,654.61,45
699.7,695.82,3.88
699.71,699.71,0
699.72,644.48,55.24
699.76,699.76,0
699.84,662.88,36.96
699.85,696.85,3
699.85,698.56,1.29
699.87,671.87,28
699.98,699.98,0
700,700,0
700.01,700.01,0
700.06,700.06,0
700.08,644.28,55.8
700.09,689.09,11
700.16,584.56,115.6
700.21,700.21,0
700.23,605.99,94.24
700.3,685.57,14.73
700.32,692.55,7.77
700.34,700.34,0
700.41,694.41,6
700.41,698.41,2
700.42,700.42,0
700.5,694.84,5.66
700.51,644.43,56.08
700.51,666.51,34
700.54,700.54,0
700.56,651,49.56
700.58,700.58,0
700.63,700.63,0
700.65,700.65,0
700.69,693,7.69
700.7,656.7,44
700.77,599.08,101.69
700.81,700.81,0
700.83,700.39,0.44
700.89,700.89,0
700.94,700.94,0
700.98,611.24,89.74
701,659,42
701.11,701.11,0
701.11,701.11,0
701.18,677.17,24.01
701.21,701.21,0
701.28,650.28,51
701.28,701.28,0
701.42,669.49,31.93
701.49,690.99,10.5
701.55,700.05,1.5
701.58,701.58,0
701.6,701.6,0
701.64,665.64,36
701.71,698.71,3
701.74,701.74,0
701.83,695.83,6
701.85,621.11,80.74
701.91,681.78,20.13
702,702,0
702.03,656.03,46
702.04,702.04,0
702.06,702.06,0
702.23,702.23,0
702.25,702.25,0
702.32,616.6,85.72
702.35,702.35,0
702.42,702.42,0
702.47,697.47,5
702.5,651.5,51
702.5,701.04,1.46
702.57,612.57,90
702.57,702.49,0.08
702.62,573.62,129
702.7,702.7,0
702.74,702.21,0.53
702.75,702.75,0
702.76,702.76,0
702.83,702.83,0
702.89,642.89,60
703.01,703.01,0
703.02,682.52,20.5
703.08,703.08,0
703.12,672.33,30.79
703.21,702.26,0.95
703.23,703.23,0
703.26,668.79,34.47
703.32,703.32,0
703.36,664.36,39
703.38,703.38,0
703.48,576.97,126.51
703.48,576.97,126.51
703.5,697.9,5.6
703.57,688.73,14.84
703.69,694.12,9.57
703.7,674.7,29
703.7,703.7,0
703.71,652.71,51
703.81,697.9,5.91
703.85,691.29,12.56
703.87,703.87,0
703.89,703.89,0
703.94,703.94,0
703.95,703.95,0
703.98,703.98,0
704,704,0
704.07,703.07,1
704.12,704.12,0
704.16,689.16,15
704.19,343.22,360.97
704.3,704.3,0
704.33,703.33,1
704.41,657.41,47
704.44,704.44,0
704.45,608.61,95.84
704.45,651.24,53.21
704.48,704.48,0
704.58,704.58,0
704.6,485.6,219
704.64,699.73,4.91
704.66,704.66,0
704.74,689.74,15
704.79,661.79,43
704.81,704.81,0
704.96,704.96,0
704.96,704.96,0
704.96,704.96,0
704.98,667.6,37.38
705.09,675.09,30
705.11,690.54,14.57
705.14,705.14,0
705.17,705.17,0
705.2,492.88,212.32
705.31,705.31,0
705.34,705.34,0
705.34,705.34,0
705.47,703.47,2
705.48,705.48,0
705.48,705.48,0
705.53,648.53,57
705.57,670.59,34.98
705.62,705.62,0
705.66,683.16,22.5
705.71,661.72,43.99
705.72,678.67,27.05
705.81,705.81,0
705.83,705.83,0
705.9,698.77,7.13
705.92,705.92,0
705.94,705.94,0
706,702.4,3.6
706.03,595.03,111
706.04,583.86,122.18
706.05,628.05,78
706.06,431.03,275.03
706.06,697.06,9
706.18,706.18,0
706.19,655.56,50.63
706.21,645.08,61.13
706.24,667.44,38.8
706.28,656.78,49.5
706.3,469.3,237
706.31,706.31,0
706.37,652.87,53.5
706.42,680.92,25.5
706.42,706.42,0
706.52,700.08,6.44
706.55,575.55,131
706.61,706.61,0
706.65,706.65,0
706.65,706.65,0
706.67,706.67,0
706.68,628.72,77.96
706.78,706.78,0
706.84,677.84,29
706.88,671.54,35.34
706.98,706.98,0
707.02,698.02,9
707.04,707.04,0
707.06,673.52,33.54
707.07,707.07,0
707.19,707.19,0
707.25,685.43,21.82
707.3,707.3,0
707.38,707.38,0
707.38,707.38,0
707.58,707.58,0
707.65,707.65,0
707.66,667.72,39.94
707.71,707.71,0
707.74,707.74,0
707.79,671.79,36
707.83,692.63,15.2
707.83,707.83,0
707.85,707.85,0
707.87,641.87,66
707.91,671.91,36
707.93,707.93,0
707.94,653.94,54
707.96,706.81,1.15
708.16,684.05,24.11
708.18,694.18,14
708.26,707.01,1.25
708.28,708.28,0
708.29,708.29,0
708.38,708.38,0
708.43,670.43,38
708.46,629.68,78.78
708.54,708.54,0
708.57,450.57,258
708.71,705.71,3
708.83,589.66,119.17
708.94,665.74,43.2
709.02,697.55,11.47
709.03,709.03,0
709.1,701.1,8
709.1,709.1,0
709.15,709.15,0
709.22,698.09,11.13
709.28,658.79,50.49
709.37,646.37,63
709.43,705.43,4
709.47,709.47,0
709.58,681.58,28
709.65,657.4,52.25
709.67,709.67,0
709.76,709.01,0.75
709.76,709.01,0.75
709.78,709.78,0
709.79,658.72,51.07
709.79,683.69,26.1
709.8,709.8,0
709.82,487.17,222.65
709.82,655.82,54
709.83,709.83,0
709.85,709.85,0
709.85,709.85,0
709.87,709.87,0
709.87,709.87,0
709.92,709.92,0
709.99,692,17.99
710.05,633.47,76.58
710.21,710.21,0
710.31,710.31,0
710.37,578.37,132
710.39,710.39,0
710.4,705.77,4.63
710.42,710.22,0.2
710.42,710.42,0
710.43,664.43,46
710.43,710.43,0
710.46,710.46,0
710.55,663.66,46.89
710.67,706.67,4
710.67,706.67,4
710.68,710.68,0
710.69,659.53,51.16
710.72,710.72,0
710.76,648.76,62
710.78,710.78,0
710.79,624.83,85.96
710.8,710.8,0
710.86,710.86,0
710.93,655.92,55.01
710.93,710.93,0
710.96,710.96,0
710.99,706.89,4.1
711.02,667.46,43.56
711.02,674.02,37
711.06,711.06,0
711.07,711.07,0
711.1,711.1,0
711.12,711.12,0
711.19,711.19,0
711.25,605.3,105.95
711.27,711.27,0
711.32,711.32,0
711.39,671.28,40.11
711.4,703.4,8
711.59,711.59,0
711.62,669.02,42.6
711.73,711.73,0
711.77,708.77,3
711.86,711.86,0
711.88,711.88,0
711.9,696.22,15.68
711.9,711.9,0
711.9,711.9,0
711.91,618.91,93
711.93,711.93,0
711.98,711.98,0
711.98,711.98,0
712.04,711.04,1
712.12,712.12,0
712.13,640.06,72.07
712.16,694.16,18
712.2,712.2,0
712.2,712.2,0
712.25,712.25,0
712.45,708.23,4.22
712.56,601.56,111
712.6,712.6,0
712.61,712.61,0
712.61,712.61,0
712.65,712.65,0
712.7,613.7,99
712.83,695.61,17.22
712.88,712.88,0
713.11,713.11,0
713.14,702.75,10.39
713.17,635.17,78
713.18,713.18,0
713.23,687.79,25.44
713.27,708.59,4.68
713.27,711.53,1.74
713.3,713.3,0
713.31,713.31,0
713.38,570.82,142.56
713.39,713.39,0
713.41,309.05,404.36
713.47,698.84,14.63
713.51,713.51,0
713.52,706.52,7
713.52,713.52,0
713.54,713.54,0
713.57,713.57,0
713.58,713.58,0
713.59,713.59,0
713.66,545.1,168.56
713.88,713.88,0
713.96,713.96,0
714.01,714.01,0
714.17,714.17,0
714.17,714.17,0
714.18,702.56,11.62
714.4,714.4,0
714.42,714.42,0
714.44,714.44,0
714.44,714.44,0
714.45,686.45,28
714.6,714.6,0
714.69,670.69,44
714.73,714.73,0
714.76,711.76,3
714.77,714.77,0
714.79,714.79,0
714.95,707.56,7.39
715.01,715.01,0
715.15,700.15,15
715.15,710.05,5.1
715.15,715.15,0
715.23,535.23,180
715.3,715.3,0
715.31,715.31,0
715.47,680.99,34.48
715.52,708.48,7.04
715.54,714.24,1.3
715.56,693.89,21.67
715.61,714.8,0.81
715.63,715.63,0
715.66,715.66,0
715.7,712.11,3.59
715.73,659.16,56.57
715.77,715.77,0
715.78,715.78,0
715.83,715.83,0
715.88,715.88,0
715.9,706.9,9
715.9,715.9,0
716.06,708.06,8
716.08,716.08,0
716.09,716.09,0
716.1,694.15,21.95
716.15,716.15,0
716.15,716.15,0
716.17,716.17,0
716.18,716.18,0
716.21,710.21,6
716.24,715.88,0.36
716.27,545.27,171
716.29,716.29,0
716.3,698.3,18
716.31,716.31,0
716.4,716.38,0.02
716.49,716.49,0
716.51,716.51,0
716.58,687.58,29
716.68,704.68,12
716.69,716.69,0
716.73,716.73,0
716.8,716.8,0
716.81,586.63,130.18
716.84,557.71,159.13
716.85,716.85,0
716.88,716.88,0
716.89,716.89,0
716.91,672.41,44.5
716.97,715.97,1
716.99,572.99,144
717.12,716.54,0.58
717.17,704.17,13
717.2,681.54,35.66
717.21,714.21,3
717.23,717.23,0
717.27,717.27,0
717.34,696.11,21.23
717.42,717.42,0
717.45,429.89,287.56
717.45,717.45,0
717.55,715.55,2
717.6,642.9,74.7
717.72,717.72,0
717.78,717.78,0
717.8,717.8,0
717.86,717.86,0
717.88,672.88,45
717.88,700.88,17
717.88,717.88,0
717.9,717.9,0
717.91,717.91,0
718.04,718.04,0
718.09,718.09,0
718.22,718.22,0
718.24,718.24,0
718.27,658.27,60
718.27,718.27,0
718.32,718.32,0
718.35,718.35,0
718.43,706.38,12.05
718.56,718.56,0
718.6,609.29,109.31
718.61,718.61,0
718.7,688.9,29.8
718.8,718.8,0
718.86,718.86,0
718.87,718.87,0
718.89,667.89,51
718.91,635.36,83.55
718.91,635.36,83.55
718.92,714.42,4.5
718.92,718.92,0
719,711.53,7.47
719.03,645.05,73.98
719.05,719.05,0
719.05,719.05,0
719.08,635.87,83.21
719.12,719.12,0
719.14,719.14,0
719.14,719.14,0
719.3,717.71,1.59
719.44,708.01,11.43
719.44,719.44,0
719.53,714.77,4.76
719.56,718.06,1.5
719.56,719.56,0
719.65,706.65,13
719.67,648.67,71
719.71,719.71,0
719.72,701.72,18
719.74,667.74,52
719.77,708.18,11.59
719.79,719.79,0
720.02,720.02,0
720.03,720.03,0
720.03,720.03,0
720.04,691.14,28.9
720.14,720.14,0
720.18,707.18,13
720.26,667.26,53
720.35,720.35,0
720.55,720.55,0
720.61,720.61,0
720.63,720.63,0
720.66,720.66,0
720.67,466.27,254.4
720.7,713.7,7
720.74,717.04,3.7
720.84,720.84,0
720.95,654.53,66.42
721.03,688.88,32.15
721.05,708.16,12.89
721.29,721.29,0
721.33,701.61,19.72
721.35,721.35,0
721.37,678.37,43
721.48,695.65,25.83
721.52,647.24,74.28
721.53,721.03,0.5
721.59,511.59,210
721.61,714.17,7.44
721.73,342.39,379.34
721.8,721.8,0
721.83,721.83,0
721.9,704.99,16.91
722.03,722.03,0
722.13,722.13,0
722.17,707.93,14.24
722.29,722.29,0
722.31,722.31,0
722.33,722.33,0
722.42,722.42,0
722.43,608.43,114
722.43,722.43,0
722.44,680.05,42.39
722.44,722.44,0
722.45,722.45,0
722.5,710.89,11.61
722.53,722.53,0
722.6,722.6,0
722.7,647.32,75.38
722.7,722.7,0
722.74,722.74,0
722.77,718.57,4.2
722.78,722.78,0
722.8,722.8,0
723.01,719.94,3.07
723.13,699.71,23.42
723.33,723.33,0
723.46,723.46,0
723.5,723.5,0
723.51,391.29,332.22
723.59,658.59,65
723.59,723.59,0
723.65,723.65,0
723.65,723.65,0
723.92,723.92,0
723.98,723.98,0
724.01,631.01,93
724.01,724.01,0
724.08,655.94,68.14
724.17,720.54,3.63
724.18,724.18,0
724.19,724.19,0
724.2,722.15,2.05
724.24,724.24,0
724.37,724.37,0
724.38,724.38,0
724.4,573.41,150.99
724.4,724.4,0
724.44,718.44,6
724.52,683.52,41
724.57,690.57,34
724.64,724.64,0
724.66,692.44,32.22
724.68,724.68,0
724.8,724.8,0
724.81,724.81,0
724.86,700.86,24
724.86,700.86,24
724.89,724.89,0
724.9,695.66,29.24
724.92,724.92,0
724.95,706.95,18
724.96,724.96,0
725.03,725.03,0
725.11,725.11,0
725.16,725.16,0
725.2,663.67,61.53
725.21,725.21,0
725.31,725.31,0
725.32,723.81,1.51
725.38,655.25,70.13
725.38,725.38,0
725.38,725.38,0
725.39,696.9,28.49
725.41,616,109.41
725.41,616,109.41
725.45,712.74,12.71
725.45,725.45,0
725.5,718.5,7
725.5,725.5,0
725.54,693.62,31.92
725.55,686.19,39.36
725.55,725.55,0
725.6,21.23,704.37
725.75,725.75,0
725.87,725.87,0
725.98,695.98,30
725.99,725.99,0
726.02,726.02,0
726.08,726.08,0
726.14,672.69,53.45
726.2,726.2,0
726.21,699.21,27
726.26,627.26,99
726.34,654.34,72
726.36,726.36,0
726.45,726.45,0
726.52,726.52,0
726.57,723.36,3.21
726.58,726.58,0
726.68,726.68,0
726.69,726.69,0
726.71,700.83,25.88
726.73,726.73,0
726.76,717.69,9.07
726.76,726.76,0
726.8,726.8,0
726.81,726.81,0
726.88,725.38,1.5
726.89,726.89,0
726.9,724.86,2.04
726.96,726.96,0
726.99,726.99,0
727.08,669.08,58
727.09,721.87,5.22
727.23,709.23,18
727.35,673.35,54
727.43,710.43,17
727.48,727.48,0
727.51,727.51,0
727.54,646.48,81.06
727.69,710.06,17.63
727.69,726.88,0.81
727.75,664.54,63.21
727.78,655.26,72.52
727.83,505.83,222
727.84,718.84,9
727.84,727.84,0
727.85,585.38,142.47
727.89,691.89,36
727.92,717.92,10
727.97,727.97,0
727.99,717.63,10.36
728.01,668.95,59.06
728.02,698.33,29.69
728.02,728.02,0
728.04,728.04,0
728.12,726.81,1.31
728.13,728.13,0
728.16,728.16,0
728.23,693.02,35.21
728.23,714.23,14
728.24,728.24,0
728.25,728.25,0
728.32,728.32,0
728.37,728.37,0
728.37,728.37,0
728.39,693.94,34.45
728.5,716.71,11.79
728.53,513.28,215.25
728.55,728.55,0
728.58,728.58,0
728.59,689.09,39.5
728.6,710.9,17.7
728.64,641.24,87.4
728.72,705.72,23
728.78,642.78,86
728.97,728.97,0
728.97,728.97,0
729.01,727.01,2
729.03,693.99,35.04
729.17,729.17,0
729.24,729.24,0
729.25,729.25,0
729.28,717.67,11.61
729.38,729.38,0
729.39,729.39,0
729.41,729.41,0
729.45,409.31,320.14
729.47,714.47,15
729.51,729.51,0
729.52,702.52,27
729.54,729.54,0
729.58,729.58,0
729.63,723.63,6
729.72,726.99,2.73
729.75,725.75,4
729.75,729.75,0
729.76,588.76,141
729.91,729.91,0
729.92,453.73,276.19
729.94,729.94,0
729.95,729.95,0
729.95,729.95,0
729.98,729.98,0
730.03,685.21,44.82
730.03,703.03,27
730.06,730.06,0
730.28,730.28,0
730.35,730.35,0
730.39,725.59,4.8
730.41,730.41,0
730.41,730.41,0
730.46,730.46,0
730.5,730.5,0
730.57,730.57,0
730.68,713.41,17.27
730.68,730.68,0
730.89,730.89,0
730.89,730.89,0
730.89,730.89,0
731.06,728.21,2.85
731.08,705.33,25.75
731.18,710.32,20.86
731.2,731.2,0
731.22,731.22,0
731.24,720.58,10.66
731.24,731.24,0
731.26,730.21,1.05
731.31,731.31,0
731.36,731.36,0
731.53,731.53,0
731.55,533.55,198
731.57,524.57,207
731.68,731.68,0
731.73,710.92,20.81
731.8,721.8,10
731.83,731.83,0
731.92,731.92,0
731.98,731.98,0
732,718.4,13.6
732.02,732.02,0
732.06,666.33,65.73
732.06,732.06,0
732.13,732.13,0
732.22,633.7,98.52
732.27,732.27,0
732.32,603.32,129
732.34,732.34,0
732.46,725.36,7.1
732.52,732.52,0
732.56,732.56,0
732.59,732.59,0
732.7,693.7,39
732.72,732.72,0
732.76,645.76,87
732.76,732.76,0
732.8,732.8,0
732.81,729.81,3
732.82,732.82,0
732.84,731.56,1.28
732.88,732.88,0
732.9,719.9,13
732.97,708.11,24.86
732.97,732.97,0
732.99,716.73,16.26
732.99,732.99,0
733.06,505.06,228
733.18,733.18,0
733.31,726.53,6.78
733.45,733.45,0
733.51,731.38,2.13
733.53,733.53,0
733.54,733.54,0
733.54,733.54,0
733.58,579.34,154.24
733.65,733.65,0
733.67,733.67,0
733.73,733.73,0
733.77,733.77,0
733.89,702.89,31
733.9,733.9,0
733.9,733.9,0
733.91,733.91,0
733.92,665.9,68.02
733.96,623.48,110.48
733.98,733.98,0
733.98,733.98,0
734.09,732.09,2
734.12,710.07,24.05
734.14,734.14,0
734.32,717.32,17
734.34,734.34,0
734.34,734.34,0
734.38,734.38,0
734.46,729.38,5.08
734.5,670.34,64.16
734.5,670.34,64.16
734.52,734.41,0.11
734.53,730.53,4
734.62,734.62,0
734.68,734.68,0
734.69,685.72,48.97
734.73,621.73,113
734.73,734.73,0
734.76,734.76,0
734.77,690.1,44.67
734.84,734.84,0
734.86,686.86,48
734.86,710.17,24.69
734.87,734.87,0
735,237,498
735.02,735.02,0
735.06,728.33,6.73
735.09,688.09,47
735.13,735.13,0
735.19,728.19,7
735.2,735.2,0
735.22,724.74,10.48
735.33,725.98,9.35
735.37,735.37,0
735.4,735.4,0
735.47,735.47,0
